auction_date,category,cattle_type,grade,head_count,weight_min,weight_max,avg_weight,price_min,price_max,avg_price,dressing,age,stage,total_receipts,feeder_cattle_total,slaughter_cattle_total,replacement_cattle_total
2020-07-07,FEEDER,HEIFER,M&L 1,3,575.0,590.0,580.0,106.0,112.0,109.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 1,3,610.0,635.0,623.0,100.0,104.0,101.99,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 1,4,655.0,690.0,670.0,81.0,96.0,86.96,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 2,4,325.0,345.0,338.0,120.0,129.0,123.26,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 2,5,410.0,430.0,420.0,110.0,116.0,114.01,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 2,10,455.0,490.0,480.0,100.0,108.0,105.23,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 2,3,505.0,535.0,520.0,99.0,109.0,104.28,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 2,4,550.0,585.0,565.0,85.0,92.0,87.27,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 2,1,640.0,640.0,640.0,85.0,85.0,85.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 3,1,445.0,445.0,445.0,103.0,103.0,103.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 3,1,490.0,490.0,490.0,90.0,90.0,90.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,HEIFER,M&L 3,1,510.0,510.0,510.0,84.0,84.0,84.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 1,2,300.0,305.0,303.0,165.0,165.0,165.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 1,3,475.0,475.0,475.0,129.0,129.0,129.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 1,2,500.0,500.0,500.0,123.0,129.0,126.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 1,2,590.0,590.0,590.0,127.0,127.0,127.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 2,1,425.0,425.0,425.0,127.0,127.0,127.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 2,1,450.0,450.0,450.0,121.0,121.0,121.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 2,2,600.0,615.0,608.0,110.0,113.0,111.48,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 3,1,365.0,365.0,365.0,121.0,121.0,121.0,,,,346,302.0,19.0,25
2020-07-07,FEEDER,STEER,M&L 3,3,465.0,485.0,475.0,106.0,111.0,108.68,,,,346,302.0,19.0,25
2020-07-07,REPLACEMENT,BRED COW,M&L 1-2,3,,,,600.0,800.0,666.67,,2-8,T1,346,302.0,19.0,25
2020-07-07,REPLACEMENT,BRED COW,M&L 1-2,1,,,,750.0,750.0,750.0,,2-8,T2,346,302.0,19.0,25
2020-07-07,REPLACEMENT,BRED COW,M&L 1-2,4,,,,300.0,500.0,412.5,,2-8,T1,346,302.0,19.0,25
2020-07-07,REPLACEMENT,BRED COW,M&L 1-2,11,,,,770.0,980.0,859.09,,2-8,O,346,302.0,19.0,25
2020-07-07,REPLACEMENT,BRED COW,M&L 1-2,1,,,,750.0,750.0,750.0,,>8,O,346,302.0,19.0,25
2020-07-07,REPLACEMENT,BRED COW,M&L 1-2,8,,,,600.0,740.0,697.5,,2-8,O,346,302.0,19.0,25
2020-07-07,SLAUGHTER,BULL,1-2,1,1625.0,1625.0,1625.0,88.5,88.5,88.5,Average,,,346,302.0,19.0,25
2020-07-07,SLAUGHTER,BULL,M&L 3,3,1030.0,1070.0,1057.0,52.5,54.5,53.15,Average,,,346,302.0,19.0,25
2020-07-07,SLAUGHTER,COW,Boner 80-85%,4,1075.0,1260.0,1163.0,54.5,60.5,57.51,Average,,,346,302.0,19.0,25
2020-07-07,SLAUGHTER,COW,Lean 85-90%,1,875.0,875.0,875.0,41.0,41.0,41.0,Low,,,346,302.0,19.0,25
2020-07-07,SLAUGHTER,COW,Lean 85-90%,8,815.0,1000.0,928.0,44.0,50.0,46.66,Average,,,346,302.0,19.0,25
2020-07-14,FEEDER,BULL,M&L 1,5,300.0,340.0,328.0,146.0,160.0,155.41,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,4,370.0,390.0,380.0,137.0,149.0,142.11,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,12,400.0,445.0,428.0,123.0,137.0,128.81,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,15,450.0,490.0,469.0,121.0,127.0,123.97,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,8,510.0,540.0,531.0,117.0,121.0,119.12,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,4,550.0,565.0,559.0,114.0,120.0,117.51,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,2,605.0,615.0,610.0,110.0,115.0,112.52,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,1,690.0,690.0,690.0,100.0,100.0,100.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 1,3,790.0,795.0,793.0,86.0,88.0,87.34,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 2,4,300.0,340.0,318.0,135.0,144.0,140.08,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 2,4,355.0,380.0,368.0,121.0,129.0,126.67,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 2,2,400.0,425.0,413.0,124.0,125.0,124.48,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 2,4,515.0,535.0,524.0,110.0,114.0,112.49,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 2,1,610.0,610.0,610.0,93.0,93.0,93.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,BULL,M&L 3,1,385.0,385.0,385.0,116.0,116.0,116.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,14,350.0,380.0,360.0,124.0,128.0,125.44,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,9,405.0,440.0,417.0,122.0,127.0,123.98,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,16,450.0,490.0,471.0,118.0,126.0,122.9,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,5,507.0,507.0,507.0,125.0,125.0,125.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,5,500.0,530.0,510.0,117.0,122.0,119.82,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,2,550.0,550.0,550.0,120.0,120.0,120.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,3,550.0,595.0,580.0,110.0,115.0,113.42,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 1,1,665.0,665.0,665.0,107.0,107.0,107.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 2,9,300.0,345.0,313.0,121.0,128.0,125.42,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 2,1,385.0,385.0,385.0,118.0,118.0,118.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 2,3,400.0,410.0,407.0,110.0,119.0,115.3,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 2,2,525.0,545.0,535.0,110.0,111.0,110.49,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 2,2,565.0,565.0,565.0,106.0,106.0,106.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 2,3,620.0,625.0,622.0,96.0,100.0,98.33,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 2,1,705.0,705.0,705.0,71.0,71.0,71.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,HEIFER,M&L 3,1,460.0,460.0,460.0,106.0,106.0,106.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,STEER,M&L 1,1,435.0,435.0,435.0,134.0,134.0,134.0,,,,265,174.0,10.0,81
2020-07-14,FEEDER,STEER,M&L 1,1,685.0,685.0,685.0,120.0,120.0,120.0,,,,265,174.0,10.0,81
2020-07-14,REPLACEMENT,BRED COW,M&L 1-2,25,,,,650.0,950.0,763.4,,2-8,T1,265,174.0,10.0,81
2020-07-14,REPLACEMENT,BRED COW,M&L 1-2,18,,,,800.0,1050.0,906.11,,2-8,T2,265,174.0,10.0,81
2020-07-14,REPLACEMENT,BRED COW,M&L 1-2,12,,,,430.0,640.0,541.67,,2-8,T1,265,174.0,10.0,81
2020-07-14,REPLACEMENT,BRED COW,M&L 1-2,4,,,,570.0,800.0,718.75,,2-8,T2,265,174.0,10.0,81
2020-07-14,REPLACEMENT,BRED COW,M&L 1-2,1,,,,380.0,380.0,380.0,,>8,T1,265,174.0,10.0,81
2020-07-14,REPLACEMENT,BRED COW,M&L 1-2,12,,,,900.0,1250.0,1043.33,,2-8,O,265,174.0,10.0,81
2020-07-14,REPLACEMENT,BRED COW,M&L 1-2,5,,,,650.0,850.0,758.0,,2-8,O,265,174.0,10.0,81
2020-07-14,SLAUGHTER,BULL,1-2,1,1520.0,1520.0,1520.0,70.5,70.5,70.5,Low,,,265,174.0,10.0,81
2020-07-14,SLAUGHTER,BULL,M&L 3,1,1290.0,1290.0,1290.0,59.5,59.5,59.5,High,,,265,174.0,10.0,81
2020-07-14,SLAUGHTER,COW,Boner 80-85%,6,1095.0,1375.0,1169.0,54.0,59.5,57.06,Average,,,265,174.0,10.0,81
2020-07-14,SLAUGHTER,COW,Boner 80-85%,1,1365.0,1365.0,1365.0,64.0,64.0,64.0,High,,,265,174.0,10.0,81
2020-07-14,SLAUGHTER,COW,Lean 85-90%,1,1015.0,1015.0,1015.0,42.0,42.0,42.0,Low,,,265,174.0,10.0,81
2020-07-21,FEEDER,BULL,M&L 1,3,250.0,275.0,258.0,164.0,170.0,167.23,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 1,7,315.0,330.0,320.0,162.0,166.0,163.15,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 1,9,350.0,375.0,372.0,144.0,150.0,147.8,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 1,11,400.0,435.0,426.0,131.0,137.0,132.77,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 1,12,450.0,455.0,452.0,123.0,126.0,124.83,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 1,12,505.0,517.0,513.0,121.0,125.0,122.5,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 1,3,550.0,570.0,562.0,118.0,122.0,119.67,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 1,1,615.0,615.0,615.0,118.0,118.0,118.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 2,4,375.0,375.0,375.0,130.0,135.0,132.5,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 2,2,440.0,440.0,440.0,116.0,116.0,116.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 2,5,505.0,540.0,524.0,108.0,118.0,115.15,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 2,3,575.0,590.0,580.0,111.0,113.0,112.32,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 2,2,620.0,645.0,633.0,100.0,109.0,104.41,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 2,1,755.0,755.0,755.0,86.0,86.0,86.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,BULL,M&L 3,1,550.0,550.0,550.0,105.0,105.0,105.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 1,10,375.0,385.0,382.0,129.0,133.0,131.39,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 1,14,400.0,445.0,426.0,123.0,131.0,125.85,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 1,11,450.0,495.0,472.0,121.0,125.0,123.64,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 1,7,505.0,540.0,526.0,118.0,123.0,120.85,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 1,6,600.0,625.0,613.0,109.0,119.0,111.98,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 2,1,330.0,330.0,330.0,130.0,130.0,130.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 2,2,355.0,390.0,373.0,120.0,126.0,122.86,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 2,3,460.0,470.0,463.0,119.0,120.0,119.34,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 2,1,585.0,585.0,585.0,105.0,105.0,105.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 3,1,360.0,360.0,360.0,114.0,114.0,114.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,HEIFER,M&L 3,1,485.0,485.0,485.0,108.0,108.0,108.0,,,,180,151.0,16.0,13
2020-07-21,FEEDER,STEER,M&L 1,8,450.0,470.0,465.0,136.0,141.0,137.21,,,,180,151.0,16.0,13
2020-07-21,FEEDER,STEER,M&L 1,2,525.0,540.0,533.0,129.0,131.0,129.99,,,,180,151.0,16.0,13
2020-07-21,FEEDER,STEER,M&L 2,1,555.0,555.0,555.0,121.0,121.0,121.0,,,,180,151.0,16.0,13
2020-07-21,REPLACEMENT,BRED COW,M&L 1-2,10,,,,630.0,790.0,730.0,,2-8,T2,180,151.0,16.0,13
2020-07-21,REPLACEMENT,BRED COW,M&L 1-2,1,,,,390.0,390.0,390.0,,2-8,T1,180,151.0,16.0,13
2020-07-21,REPLACEMENT,BRED COW,M&L 1-2,2,,,,900.0,1175.0,1037.5,,2-8,O,180,151.0,16.0,13
2020-07-21,REPLACEMENT,BRED COW,M&L 1-2,2,,,,730.0,750.0,740.0,,2-8,O,180,151.0,16.0,13
2020-07-21,SLAUGHTER,BULL,1-2,1,1800.0,1800.0,1800.0,92.5,92.5,92.5,Average,,,180,151.0,16.0,13
2020-07-21,SLAUGHTER,BULL,M&L 3,4,1065.0,1330.0,1213.0,55.5,57.5,57.0,Average,,,180,151.0,16.0,13
2020-07-21,SLAUGHTER,COW,Boner 80-85%,3,1225.0,1330.0,1290.0,56.5,60.5,58.72,Average,,,180,151.0,16.0,13
2020-07-21,SLAUGHTER,COW,Lean 85-90%,4,930.0,1235.0,1048.0,45.0,55.0,52.08,Average,,,180,151.0,16.0,13
2020-07-21,SLAUGHTER,COW,Lean 85-90%,1,1205.0,1205.0,1205.0,41.5,41.5,41.5,Low,,,180,151.0,16.0,13
2020-07-28,FEEDER,BULL,M&L 1,4,315.0,330.0,319.0,160.0,164.0,162.96,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,5,350.0,372.0,368.0,153.0,153.0,153.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,8,400.0,435.0,429.0,132.0,140.0,136.59,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,15,455.0,495.0,480.0,125.0,133.0,131.06,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,7,525.0,548.0,538.0,121.0,127.0,124.76,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,13,560.0,585.0,571.0,112.0,121.0,116.19,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,4,600.0,600.0,600.0,114.0,114.0,114.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,1,725.0,725.0,725.0,91.0,91.0,91.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 1,1,750.0,750.0,750.0,91.0,91.0,91.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 2,5,360.0,367.0,366.0,134.0,136.0,135.61,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 2,2,415.0,420.0,418.0,123.0,129.0,125.98,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 2,2,460.0,485.0,473.0,120.0,122.0,121.03,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 2,7,515.0,545.0,530.0,107.0,118.0,114.42,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 2,2,560.0,560.0,560.0,112.0,112.0,112.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 2,2,655.0,695.0,675.0,89.0,94.0,91.43,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 3,1,325.0,325.0,325.0,138.0,138.0,138.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,BULL,M&L 3,2,560.0,595.0,578.0,100.0,107.0,103.61,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,9,300.0,327.0,318.0,130.0,132.0,130.63,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,15,415.0,445.0,427.0,124.0,127.0,124.97,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,1,470.0,470.0,470.0,121.0,121.0,121.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,13,510.0,525.0,515.0,117.0,121.0,119.61,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,14,555.0,586.0,580.0,107.0,117.0,114.84,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,4,600.0,615.0,611.0,106.0,111.0,109.77,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,4,615.0,615.0,615.0,117.0,117.0,117.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,3,675.0,692.0,686.0,104.0,109.0,107.36,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,2,780.0,790.0,785.0,86.0,91.0,88.48,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 1,1,892.0,892.0,892.0,83.0,83.0,83.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 2,2,300.0,320.0,310.0,118.0,121.0,119.55,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 2,1,375.0,375.0,375.0,120.0,120.0,120.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 2,11,450.0,485.0,466.0,111.0,118.0,114.33,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 2,3,500.0,530.0,515.0,105.0,113.0,109.69,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 2,1,785.0,785.0,785.0,81.0,81.0,81.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 3,1,425.0,425.0,425.0,110.0,110.0,110.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 3,1,480.0,480.0,480.0,106.0,106.0,106.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,HEIFER,M&L 3,1,520.0,520.0,520.0,100.0,100.0,100.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 1,7,349.0,349.0,349.0,171.0,171.0,171.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 1,10,479.0,479.0,479.0,139.0,139.0,139.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 1,1,520.0,520.0,520.0,129.0,129.0,129.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 1,2,555.0,595.0,575.0,120.0,125.0,122.41,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 1,1,615.0,615.0,615.0,122.0,122.0,122.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 1,2,650.0,670.0,660.0,117.0,121.0,118.97,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 1,1,750.0,750.0,750.0,101.0,101.0,101.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 2,1,465.0,465.0,465.0,124.0,124.0,124.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 2,3,520.0,545.0,533.0,121.0,125.0,123.7,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 2,1,565.0,565.0,565.0,115.0,115.0,115.0,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 2,2,655.0,665.0,660.0,109.0,110.0,109.5,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 2,2,725.0,730.0,728.0,100.0,103.0,101.49,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 3,3,550.0,595.0,568.0,110.0,112.0,110.97,,,,323,231.0,25.0,67
2020-07-28,FEEDER,STEER,M&L 3,2,660.0,665.0,663.0,94.0,99.0,96.51,,,,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,12,,,,460.0,850.0,645.83,,2-8,T1,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,11,,,,775.0,1175.0,968.18,,2-8,T2,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,1,,,,1245.0,1245.0,1245.0,,2-8,T3,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,13,,,,370.0,540.0,466.92,,2-8,T1,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,7,,,,450.0,650.0,520.0,,2-8,T2,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,1,,,,610.0,610.0,610.0,,2-8,T3,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,3,,,,1050.0,1200.0,1150.0,,2-8,O,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,2,,,,1250.0,1300.0,1275.0,,2-8,O,323,231.0,25.0,67
2020-07-28,REPLACEMENT,BRED COW,M&L 1-2,18,,,,600.0,820.0,725.56,,2-8,O,323,231.0,25.0,67
2020-07-28,SLAUGHTER,BULL,1-2,2,1010.0,1065.0,1038.0,78.5,79.5,79.01,Low,,,323,231.0,25.0,67
2020-07-28,SLAUGHTER,BULL,1-2,2,1215.0,1365.0,1290.0,84.0,87.0,85.59,Average,,,323,231.0,25.0,67
2020-07-28,SLAUGHTER,BULL,M&L 3,7,950.0,1660.0,1204.0,60.5,65.5,62.61,Average,,,323,231.0,25.0,67
2020-07-28,SLAUGHTER,BULL,M&L 3,2,1570.0,1570.0,1570.0,69.0,69.5,69.25,High,,,323,231.0,25.0,67
2020-07-28,SLAUGHTER,COW,Boner 80-85%,7,1110.0,1495.0,1253.0,62.0,69.5,65.58,Average,,,323,231.0,25.0,67
2020-07-28,SLAUGHTER,COW,Boner 80-85%,1,1350.0,1350.0,1350.0,71.0,71.0,71.0,High,,,323,231.0,25.0,67
2020-07-28,SLAUGHTER,COW,Lean 85-90%,2,885.0,885.0,885.0,42.0,42.0,42.0,Low,,,323,231.0,25.0,67
2020-07-28,SLAUGHTER,COW,Lean 85-90%,1,1000.0,1000.0,1000.0,59.5,59.5,59.5,Average,,,323,231.0,25.0,67
2020-08-04,FEEDER,BULL,M&L 1,4,340.0,345.0,343.0,152.0,156.0,153.99,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,8,355.0,380.0,369.0,140.0,152.0,146.85,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,5,400.0,430.0,413.0,131.0,140.0,135.77,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,6,455.0,475.0,462.0,125.0,131.0,128.65,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,8,520.0,545.0,536.0,121.0,124.0,122.52,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,6,550.0,590.0,577.0,116.0,122.0,118.82,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,5,600.0,645.0,627.0,109.0,118.0,111.13,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,2,655.0,675.0,665.0,105.0,113.0,109.06,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 1,1,735.0,735.0,735.0,107.0,107.0,107.0,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 2,3,320.0,340.0,327.0,136.0,148.0,142.69,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 2,3,375.0,380.0,378.0,127.0,139.0,131.68,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 2,6,415.0,445.0,433.0,119.0,129.0,125.42,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 2,4,450.0,470.0,461.0,116.0,125.0,120.04,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 2,10,500.0,535.0,521.0,110.0,120.0,115.7,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 2,4,550.0,590.0,578.0,110.0,114.0,112.01,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 2,1,620.0,620.0,620.0,101.0,101.0,101.0,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 3,3,350.0,395.0,377.0,115.0,126.0,122.24,,,,325,275.0,9.0,41
2020-08-04,FEEDER,BULL,M&L 3,1,425.0,425.0,425.0,105.0,105.0,105.0,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,5,305.0,335.0,323.0,128.0,135.0,130.21,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,3,360.0,370.0,365.0,123.0,128.0,125.64,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,4,400.0,410.0,404.0,121.0,125.0,122.75,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,2,465.0,495.0,480.0,119.0,122.0,120.55,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,10,505.0,545.0,520.0,120.0,124.0,121.59,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,4,505.0,527.0,522.0,116.0,118.0,116.48,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,2,550.0,560.0,555.0,121.0,122.0,121.5,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,4,560.0,590.0,575.0,113.0,117.0,114.78,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,4,600.0,625.0,613.0,108.0,116.0,113.8,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 1,3,700.0,730.0,717.0,98.0,104.0,101.31,,,,325,275.0,9.0,41
2020-08-04,FEEDER,HEIFER,M&L 2,2,315.0,320.0,318.0,118.0,126.0,121.97,,,,325,275.0,9.0,41
