auction_date,category,cattle_type,grade,head_count,weight_min,weight_max,avg_weight,price_min,price_max,avg_price,dressing,age,stage,total_receipts,feeder_cattle_total,slaughter_cattle_total,replacement_cattle_total
2019-05-07,FEEDER,BULL,M&L 3,2,305.0,315.0,310.0,141.0,147.0,144.05,,,,84,60.0,15.0,9
2019-05-07,FEEDER,BULL,M&L 3,3,455.0,470.0,465.0,131.0,139.0,136.39,,,,84,60.0,15.0,9
2019-05-07,FEEDER,BULL,M&L 3,3,505.0,545.0,518.0,122.0,129.0,126.55,,,,84,60.0,15.0,9
2019-05-07,FEEDER,BULL,M&L 3,4,705.0,720.0,711.0,113.0,119.0,115.76,,,,84,60.0,15.0,9
2019-05-07,FEEDER,HEIFER,M&L 3,3,370.0,385.0,380.0,125.0,130.0,126.62,,,,84,60.0,15.0,9
2019-05-07,FEEDER,HEIFER,M&L 3,3,415.0,445.0,425.0,123.0,125.0,124.3,,,,84,60.0,15.0,9
2019-05-07,FEEDER,HEIFER,M&L 3,2,455.0,475.0,465.0,118.0,123.0,120.45,,,,84,60.0,15.0,9
2019-05-07,FEEDER,HEIFER,M&L 3,3,505.0,540.0,525.0,113.0,118.0,114.95,,,,84,60.0,15.0,9
2019-05-07,FEEDER,HEIFER,M&L 3,3,555.0,595.0,582.0,110.0,113.0,112.05,,,,84,60.0,15.0,9
2019-05-07,FEEDER,HEIFER,M&L 3,2,605.0,605.0,605.0,108.0,108.0,108.0,,,,84,60.0,15.0,9
2019-05-07,FEEDER,HEIFER,M&L 3,1,760.0,760.0,760.0,106.0,106.0,106.0,,,,84,60.0,15.0,9
2019-05-07,REPLACEMENT,BRED COW,M&L 1-2,2,,,,465.0,550.0,507.5,,2-8,T1,84,60.0,15.0,9
2019-05-07,REPLACEMENT,BRED COW,M&L 1-2,2,,,,780.0,800.0,790.0,,2-8,T2,84,60.0,15.0,9
2019-05-07,REPLACEMENT,BRED COW,M&L 1-2,2,,,,510.0,550.0,530.0,,5-8,T1,84,60.0,15.0,9
2019-05-07,REPLACEMENT,BRED COW,M&L 1-2,1,,,,1050.0,1050.0,1050.0,,2-8,O,84,60.0,15.0,9
2019-05-07,SLAUGHTER,BULL,1-2,1,1215.0,1215.0,1215.0,64.0,64.0,64.0,Low,,,84,60.0,15.0,9
2019-05-07,SLAUGHTER,BULL,1-2,1,1465.0,1465.0,1465.0,80.0,80.0,80.0,High,,,84,60.0,15.0,9
2019-05-07,SLAUGHTER,BULL,M&L 3,1,1300.0,1300.0,1300.0,46.0,46.0,46.0,Low,,,84,60.0,15.0,9
2019-05-07,SLAUGHTER,COW,Boner 80-85%,2,1195.0,1210.0,1203.0,51.0,52.0,51.5,Average,,,84,60.0,15.0,9
2019-05-07,SLAUGHTER,COW,Lean 85-90%,6,830.0,985.0,933.0,40.0,45.0,41.48,Low,,,84,60.0,15.0,9
2019-05-07,SLAUGHTER,COW,Lean 85-90%,4,980.0,1115.0,1051.0,49.0,52.0,51.04,Average,,,84,60.0,15.0,9
2019-05-14,FEEDER,BULL,M&L 1,1,280.0,280.0,280.0,163.0,163.0,163.0,,,,477,46.0,14.0,417
2019-05-14,FEEDER,BULL,M&L 1,1,305.0,305.0,305.0,158.0,158.0,158.0,,,,477,46.0,14.0,417
2019-05-14,FEEDER,BULL,M&L 1,3,375.0,385.0,380.0,149.0,151.0,149.99,,,,477,46.0,14.0,417
2019-05-14,FEEDER,BULL,M&L 1,3,410.0,445.0,432.0,141.0,145.0,142.95,,,,477,46.0,14.0,417
2019-05-14,FEEDER,BULL,M&L 1,7,505.0,545.0,525.0,130.0,136.0,132.92,,,,477,46.0,14.0,417
2019-05-14,FEEDER,BULL,M&L 2,3,590.0,595.0,592.0,119.0,129.0,125.65,,,,477,46.0,14.0,417
2019-05-14,FEEDER,HEIFER,M&L 1,3,435.0,445.0,442.0,130.0,133.0,130.98,,,,477,46.0,14.0,417
2019-05-14,FEEDER,HEIFER,M&L 2,3,480.0,495.0,490.0,124.0,125.0,124.67,,,,477,46.0,14.0,417
2019-05-14,FEEDER,HEIFER,M&L 2,2,505.0,525.0,515.0,121.0,122.0,121.51,,,,477,46.0,14.0,417
2019-05-14,FEEDER,HEIFER,M&L 2,1,570.0,570.0,570.0,120.0,120.0,120.0,,,,477,46.0,14.0,417
2019-05-14,FEEDER,HEIFER,M&L 3,2,525.0,545.0,535.0,112.0,115.0,113.47,,,,477,46.0,14.0,417
2019-05-14,FEEDER,HEIFER,M&L 3,2,605.0,640.0,623.0,106.0,110.0,107.94,,,,477,46.0,14.0,417
2019-05-14,REPLACEMENT,BRED COW,M&L 1-2,16,,,,800.0,940.0,890.63,,2-8,T1,477,46.0,14.0,417
2019-05-14,REPLACEMENT,BRED COW,M&L 1-2,13,,,,1000.0,1125.0,1051.54,,2-8,T2,477,46.0,14.0,417
2019-05-14,REPLACEMENT,BRED COW,M&L 1-2,8,,,,1200.0,1300.0,1237.5,,2-8,T3,477,46.0,14.0,417
2019-05-14,REPLACEMENT,BRED COW,M&L 1-2,26,,,,700.0,810.0,756.92,,>8,T2,477,46.0,14.0,417
2019-05-14,REPLACEMENT,BRED COW,M&L 1-2,27,,,,820.0,900.0,855.56,,>8,T3,477,46.0,14.0,417
2019-05-14,REPLACEMENT,BRED COW,M&L 1-2,28,,,,1200.0,1425.0,1300.0,,2-8,O,477,46.0,14.0,417
2019-05-14,REPLACEMENT,BRED COW,M&L 1-2,48,,,,875.0,1035.0,960.21,,>8,O,477,46.0,14.0,417
2019-05-14,SLAUGHTER,BULL,1-2,1,1570.0,1570.0,1570.0,76.0,76.0,76.0,Average,,,477,46.0,14.0,417
2019-05-14,SLAUGHTER,BULL,1-2,1,1645.0,1645.0,1645.0,64.0,64.0,64.0,Low,,,477,46.0,14.0,417
2019-05-14,SLAUGHTER,COW,Boner 80-85%,1,1545.0,1545.0,1545.0,55.0,55.0,55.0,Average,,,477,46.0,14.0,417
2019-05-14,SLAUGHTER,COW,Lean 85-90%,4,905.0,1065.0,985.0,41.0,43.0,42.08,Low,,,477,46.0,14.0,417
2019-05-14,SLAUGHTER,COW,Lean 85-90%,6,1050.0,1130.0,1103.0,48.0,51.0,48.95,Average,,,477,46.0,14.0,417
2019-05-21,FEEDER,BULL,M&L 1,2,465.0,470.0,468.0,142.0,144.0,142.99,,,,162,142.0,8.0,12
2019-05-21,FEEDER,BULL,M&L 1,5,505.0,545.0,530.0,132.0,138.0,133.92,,,,162,142.0,8.0,12
2019-05-21,FEEDER,BULL,M&L 1,4,555.0,595.0,574.0,124.0,131.0,127.43,,,,162,142.0,8.0,12
2019-05-21,FEEDER,BULL,M&L 2,3,465.0,485.0,475.0,129.0,135.0,131.29,,,,162,142.0,8.0,12
2019-05-21,FEEDER,BULL,M&L 2,4,530.0,540.0,533.0,126.0,129.0,126.76,,,,162,142.0,8.0,12
2019-05-21,FEEDER,BULL,M&L 2,2,630.0,645.0,638.0,115.0,122.0,118.46,,,,162,142.0,8.0,12
2019-05-21,FEEDER,BULL,M&L 3,3,315.0,345.0,330.0,140.0,146.0,142.95,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 1,2,390.0,390.0,390.0,138.0,138.0,138.0,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 1,3,420.0,445.0,432.0,135.0,137.0,135.98,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 1,39,785.0,785.0,785.0,112.9,112.9,112.9,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 2,5,505.0,535.0,525.0,121.0,125.0,123.19,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 2,4,565.0,585.0,573.0,116.0,119.0,117.0,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 2,2,655.0,690.0,673.0,112.0,115.0,113.46,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 3,2,310.0,345.0,328.0,130.0,137.0,133.31,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 3,2,410.0,430.0,420.0,122.0,126.0,124.05,,,,162,142.0,8.0,12
2019-05-21,FEEDER,HEIFER,M&L 3,5,510.0,535.0,518.0,115.0,118.0,116.21,,,,162,142.0,8.0,12
2019-05-21,REPLACEMENT,BRED COW,M&L 1-2,4,,,,700.0,790.0,745.0,,2-8,T3,162,142.0,8.0,12
2019-05-21,REPLACEMENT,BRED COW,M&L 1-2,6,,,,550.0,600.0,575.0,,>8,T2,162,142.0,8.0,12
2019-05-21,REPLACEMENT,BRED COW,M&L 1-2,2,,,,1000.0,1050.0,1025.0,,2-8,O,162,142.0,8.0,12
2019-05-21,SLAUGHTER,BULL,1-2,1,1055.0,1055.0,1055.0,63.0,63.0,63.0,Low,,,162,142.0,8.0,12
2019-05-21,SLAUGHTER,BULL,1-2,1,1700.0,1700.0,1700.0,84.0,84.0,84.0,High,,,162,142.0,8.0,12
2019-05-21,SLAUGHTER,BULL,M&L 3,1,1510.0,1510.0,1510.0,51.0,51.0,51.0,Average,,,162,142.0,8.0,12
2019-05-21,SLAUGHTER,COW,Lean 85-90%,2,995.0,995.0,995.0,44.0,44.0,44.0,Low,,,162,142.0,8.0,12
2019-05-21,SLAUGHTER,COW,Lean 85-90%,3,1230.0,1285.0,1267.0,48.0,51.0,50.03,Average,,,162,142.0,8.0,12
2019-05-28,FEEDER,BULL,M&L 1,5,315.0,330.0,327.0,159.0,166.0,160.35,,,,123,98.0,9.0,16
2019-05-28,FEEDER,BULL,M&L 1,5,375.0,390.0,380.0,155.0,158.0,156.58,,,,123,98.0,9.0,16
2019-05-28,FEEDER,BULL,M&L 2,3,455.0,470.0,460.0,138.0,145.0,142.62,,,,123,98.0,9.0,16
2019-05-28,FEEDER,BULL,M&L 2,2,505.0,525.0,515.0,129.0,135.0,131.94,,,,123,98.0,9.0,16
2019-05-28,FEEDER,BULL,M&L 2,5,605.0,630.0,621.0,125.0,127.0,126.0,,,,123,98.0,9.0,16
2019-05-28,FEEDER,BULL,M&L 3,2,385.0,395.0,390.0,131.0,141.0,135.94,,,,123,98.0,9.0,16
2019-05-28,FEEDER,BULL,M&L 3,3,410.0,435.0,418.0,120.0,129.0,123.12,,,,123,98.0,9.0,16
2019-05-28,FEEDER,BULL,M&L 3,3,630.0,645.0,640.0,110.0,120.0,113.28,,,,123,98.0,9.0,16
2019-05-28,FEEDER,HEIFER,M&L 2,1,345.0,345.0,345.0,140.0,140.0,140.0,,,,123,98.0,9.0,16
2019-05-28,FEEDER,HEIFER,M&L 2,2,360.0,375.0,368.0,136.0,138.0,136.98,,,,123,98.0,9.0,16
2019-05-28,FEEDER,HEIFER,M&L 2,2,405.0,415.0,410.0,134.0,136.0,134.99,,,,123,98.0,9.0,16
2019-05-28,FEEDER,HEIFER,M&L 2,7,455.0,490.0,468.0,126.0,131.0,128.94,,,,123,98.0,9.0,16
2019-05-28,FEEDER,HEIFER,M&L 3,3,385.0,390.0,387.0,120.0,130.0,126.64,,,,123,98.0,9.0,16
2019-05-28,FEEDER,HEIFER,M&L 3,6,510.0,545.0,519.0,110.0,117.0,114.14,,,,123,98.0,9.0,16
2019-05-28,FEEDER,HEIFER,M&L 3,3,720.0,720.0,720.0,110.0,110.0,110.0,,,,123,98.0,9.0,16
2019-05-28,FEEDER,STEER,M&L 2,3,565.0,590.0,582.0,134.0,136.0,135.35,,,,123,98.0,9.0,16
2019-05-28,REPLACEMENT,BRED COW,M&L 1-2,4,,,,650.0,700.0,675.0,,2-8,T2,123,98.0,9.0,16
2019-05-28,REPLACEMENT,BRED COW,M&L 1-2,6,,,,300.0,350.0,333.33,,2-8,T1,123,98.0,9.0,16
2019-05-28,REPLACEMENT,BRED COW,M&L 1-2,2,,,,950.0,950.0,950.0,,2-8,O,123,98.0,9.0,16
2019-05-28,REPLACEMENT,BRED COW,M&L 1-2,4,,,,680.0,680.0,680.0,,2-8,O,123,98.0,9.0,16
2019-05-28,SLAUGHTER,COW,Boner 80-85%,1,1140.0,1140.0,1140.0,56.0,56.0,56.0,Average,,,123,98.0,9.0,16
2019-05-28,SLAUGHTER,COW,Boner 80-85%,3,1370.0,1380.0,1377.0,51.0,52.0,51.67,Low,,,123,98.0,9.0,16
2019-05-28,SLAUGHTER,COW,Lean 85-90%,1,1005.0,1005.0,1005.0,44.0,44.0,44.0,Low,,,123,98.0,9.0,16
2019-05-28,SLAUGHTER,COW,Lean 85-90%,3,1095.0,1135.0,1112.0,48.0,52.0,50.35,Average,,,123,98.0,9.0,16
2019-06-04,FEEDER,BULL,M&L 1,2,320.0,345.0,333.0,140.0,143.0,141.56,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 1,10,355.0,395.0,378.0,137.0,140.0,138.75,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 1,3,405.0,415.0,412.0,135.0,136.0,135.67,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 2,3,470.0,495.0,480.0,119.0,125.0,121.72,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 2,10,515.0,545.0,527.0,110.0,118.0,113.55,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 2,7,555.0,580.0,566.0,107.0,110.0,108.68,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 2,22,620.0,640.0,624.0,101.0,106.0,105.07,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 3,5,320.0,330.0,322.0,120.0,128.0,121.64,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 3,4,360.0,395.0,378.0,113.0,119.0,116.14,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 3,3,405.0,420.0,415.0,109.0,113.0,111.7,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 3,10,460.0,485.0,470.0,105.0,109.0,107.35,,,,249,229.0,9.0,11
2019-06-04,FEEDER,BULL,M&L 3,5,510.0,540.0,522.0,95.0,105.0,100.86,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 1,3,260.0,285.0,277.0,127.0,130.0,129.06,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 1,1,320.0,320.0,320.0,126.0,126.0,126.0,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 1,3,390.0,390.0,390.0,124.0,124.0,124.0,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 1,6,415.0,445.0,435.0,123.0,124.0,123.32,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 1,4,455.0,475.0,460.0,117.0,121.0,118.03,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 1,4,505.0,515.0,511.0,110.0,117.0,113.22,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 2,4,420.0,425.0,421.0,118.0,119.0,118.75,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 2,9,470.0,495.0,486.0,108.0,115.0,112.15,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 2,3,605.0,610.0,607.0,100.0,105.0,101.68,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 3,5,305.0,330.0,312.0,109.0,112.0,109.84,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 3,5,425.0,445.0,437.0,97.0,106.0,100.5,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 3,3,470.0,490.0,483.0,90.0,95.0,93.38,,,,249,229.0,9.0,11
2019-06-04,FEEDER,HEIFER,M&L 3,2,605.0,625.0,615.0,85.0,90.0,87.54,,,,249,229.0,9.0,11
2019-06-04,FEEDER,STEER,M&L 2,1,515.0,515.0,515.0,125.0,125.0,125.0,,,,249,229.0,9.0,11
2019-06-04,FEEDER,STEER,M&L 2,2,570.0,570.0,570.0,119.0,119.0,119.0,,,,249,229.0,9.0,11
2019-06-04,FEEDER,STEER,M&L 2,4,755.0,755.0,755.0,107.0,107.0,107.0,,,,249,229.0,9.0,11
2019-06-04,REPLACEMENT,BRED COW,M&L 1-2,2,,,,780.0,780.0,780.0,,2-8,T3,249,229.0,9.0,11
2019-06-04,REPLACEMENT,BRED COW,M&L 1-2,5,,,,450.0,520.0,464.0,,2-8,T2,249,229.0,9.0,11
2019-06-04,REPLACEMENT,BRED COW,M&L 1-2,6,,,,740.0,890.0,790.0,,2-8,O,249,229.0,9.0,11
2019-06-04,REPLACEMENT,BRED COW,M&L 1-2,2,,,,500.0,500.0,500.0,,2-8,O,249,229.0,9.0,11
2019-06-04,SLAUGHTER,BULL,1-2,1,1960.0,1960.0,1960.0,85.0,85.0,85.0,High,,,249,229.0,9.0,11
2019-06-04,SLAUGHTER,COW,Boner 80-85%,1,1130.0,1130.0,1130.0,58.0,58.0,58.0,Average,,,249,229.0,9.0,11
2019-06-04,SLAUGHTER,COW,Lean 85-90%,3,925.0,1020.0,988.0,42.0,44.0,43.38,Low,,,249,229.0,9.0,11
2019-06-04,SLAUGHTER,COW,Lean 85-90%,4,975.0,1060.0,1018.0,51.0,53.0,52.04,Average,,,249,229.0,9.0,11
2019-06-11,FEEDER,BULL,M&L 1,1,305.0,305.0,305.0,157.0,157.0,157.0,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 1,1,370.0,370.0,370.0,146.0,146.0,146.0,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 1,3,410.0,420.0,417.0,135.0,140.0,136.64,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 2,6,410.0,430.0,419.0,125.0,129.0,126.34,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 2,4,460.0,475.0,469.0,120.0,125.0,121.73,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 2,2,575.0,590.0,583.0,113.0,117.0,114.97,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 2,3,605.0,615.0,612.0,109.0,112.0,109.99,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 3,3,410.0,425.0,415.0,111.0,118.0,113.39,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 3,2,470.0,480.0,475.0,104.0,110.0,106.97,,,,137,103.0,15.0,19
2019-06-11,FEEDER,BULL,M&L 3,2,515.0,525.0,520.0,99.0,104.0,101.52,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 1,2,505.0,525.0,515.0,116.0,118.0,116.98,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 1,2,710.0,715.0,713.0,100.0,106.0,102.99,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 2,2,405.0,435.0,420.0,123.0,124.0,123.48,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 2,2,470.0,470.0,470.0,119.0,119.0,119.0,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 3,2,310.0,320.0,315.0,115.0,123.0,119.06,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 3,3,405.0,445.0,432.0,109.0,115.0,113.12,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 3,4,510.0,515.0,513.0,104.0,109.0,106.51,,,,137,103.0,15.0,19
2019-06-11,FEEDER,HEIFER,M&L 3,3,610.0,640.0,630.0,92.0,102.0,95.23,,,,137,103.0,15.0,19
2019-06-11,FEEDER,STEER,M&L 2,1,525.0,525.0,525.0,133.0,133.0,133.0,,,,137,103.0,15.0,19
2019-06-11,FEEDER,STEER,M&L 2,1,555.0,555.0,555.0,129.0,129.0,129.0,,,,137,103.0,15.0,19
2019-06-11,FEEDER,STEER,M&L 3,2,885.0,885.0,885.0,104.0,104.0,104.0,,,,137,103.0,15.0,19
2019-06-11,REPLACEMENT,BRED COW,M&L 1-2,1,,,,830.0,830.0,830.0,,2-8,T2,137,103.0,15.0,19
2019-06-11,REPLACEMENT,BRED COW,M&L 1-2,4,,,,300.0,355.0,313.75,,2-8,T1,137,103.0,15.0,19
2019-06-11,REPLACEMENT,BRED COW,M&L 1-2,9,,,,500.0,650.0,564.44,,5-8,T3,137,103.0,15.0,19
2019-06-11,REPLACEMENT,BRED COW,M&L 1-2,2,,,,960.0,960.0,960.0,,2-8,O,137,103.0,15.0,19
2019-06-11,REPLACEMENT,BRED COW,M&L 1-2,6,,,,520.0,610.0,550.0,,5-8,O,137,103.0,15.0,19
2019-06-11,SLAUGHTER,BULL,1-2,2,1265.0,1290.0,1278.0,71.0,75.0,72.98,Average,,,137,103.0,15.0,19
2019-06-11,SLAUGHTER,BULL,1-2,1,1925.0,1925.0,1925.0,72.0,72.0,72.0,Low,,,137,103.0,15.0,19
2019-06-11,SLAUGHTER,COW,Boner 80-85%,4,1235.0,1375.0,1286.0,58.0,62.0,59.81,Average,,,137,103.0,15.0,19
2019-06-11,SLAUGHTER,COW,Lean 85-90%,5,890.0,990.0,958.0,51.0,54.0,53.03,Average,,,137,103.0,15.0,19
2019-06-11,SLAUGHTER,COW,Lean 85-90%,3,920.0,1075.0,972.0,43.0,47.0,44.48,Low,,,137,103.0,15.0,19
2019-06-18,FEEDER,BULL,M&L 1,2,365.0,370.0,368.0,150.0,160.0,155.03,,,,115,95.0,11.0,9
2019-06-18,FEEDER,BULL,M&L 1,2,405.0,410.0,408.0,146.0,149.0,147.51,,,,115,95.0,11.0,9
2019-06-18,FEEDER,BULL,M&L 2,2,270.0,295.0,283.0,145.0,154.0,149.7,,,,115,95.0,11.0,9
2019-06-18,FEEDER,BULL,M&L 2,1,365.0,365.0,365.0,145.0,145.0,145.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,BULL,M&L 2,3,405.0,445.0,418.0,135.0,141.0,138.87,,,,115,95.0,11.0,9
2019-06-18,FEEDER,BULL,M&L 3,2,405.0,430.0,418.0,117.0,123.0,120.09,,,,115,95.0,11.0,9
2019-06-18,FEEDER,BULL,M&L 3,5,475.0,495.0,481.0,108.0,116.0,112.04,,,,115,95.0,11.0,9
2019-06-18,FEEDER,BULL,M&L 3,1,510.0,510.0,510.0,105.0,105.0,105.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 1,2,420.0,435.0,428.0,125.0,131.0,127.95,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 1,1,480.0,480.0,480.0,123.0,123.0,123.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 2,7,410.0,440.0,431.0,118.0,122.0,119.39,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 2,2,455.0,495.0,475.0,115.0,118.0,116.44,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 2,3,610.0,630.0,617.0,105.0,114.0,108.06,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 2,3,720.0,745.0,728.0,101.0,102.0,101.34,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 3,4,375.0,380.0,378.0,115.0,122.0,118.52,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 3,4,405.0,410.0,408.0,105.0,115.0,110.03,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 3,1,470.0,470.0,470.0,103.0,103.0,103.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 3,1,545.0,545.0,545.0,103.0,103.0,103.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 3,2,555.0,555.0,555.0,100.0,100.0,100.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,HEIFER,M&L 3,1,755.0,755.0,755.0,97.0,97.0,97.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,STEER,M&L 1,1,540.0,540.0,540.0,130.0,130.0,130.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,STEER,M&L 1,1,610.0,610.0,610.0,126.0,126.0,126.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,STEER,M&L 3,2,565.0,580.0,573.0,120.0,124.0,121.97,,,,115,95.0,11.0,9
2019-06-18,FEEDER,STEER,M&L 3,1,605.0,605.0,605.0,119.0,119.0,119.0,,,,115,95.0,11.0,9
2019-06-18,FEEDER,STEER,M&L 3,1,765.0,765.0,765.0,114.0,114.0,114.0,,,,115,95.0,11.0,9
2019-06-18,REPLACEMENT,BRED COW,M&L 1-2,3,,,,800.0,910.0,836.67,,2-8,T2,115,95.0,11.0,9
2019-06-18,REPLACEMENT,BRED COW,M&L 1-2,5,,,,500.0,600.0,560.0,,>8,T2,115,95.0,11.0,9
2019-06-18,REPLACEMENT,BRED COW,M&L 1-2,2,,,,730.0,730.0,730.0,,2-8,O,115,95.0,11.0,9
2019-06-18,SLAUGHTER,BULL,1-2,2,1190.0,1615.0,1403.0,70.0,75.0,72.88,Low,,,115,95.0,11.0,9
2019-06-18,SLAUGHTER,COW,Boner 80-85%,3,1260.0,1415.0,1363.0,52.0,56.0,53.23,Low,,,115,95.0,11.0,9
2019-06-18,SLAUGHTER,COW,Lean 85-90%,1,785.0,785.0,785.0,38.0,38.0,38.0,Low,,,115,95.0,11.0,9
2019-06-18,SLAUGHTER,COW,Lean 85-90%,5,1045.0,1175.0,1087.0,43.0,46.0,45.14,Average,,,115,95.0,11.0,9
2019-06-25,FEEDER,BULL,M&L 1,1,365.0,365.0,365.0,156.0,156.0,156.0,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 1,1,405.0,405.0,405.0,153.0,153.0,153.0,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 2,2,440.0,445.0,443.0,129.0,134.0,131.51,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 2,2,455.0,485.0,470.0,120.0,126.0,122.9,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 3,6,410.0,435.0,427.0,118.0,120.0,118.64,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 3,4,460.0,495.0,469.0,115.0,118.0,115.79,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 3,4,520.0,545.0,526.0,107.0,112.0,108.29,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 3,4,605.0,635.0,620.0,100.0,107.0,103.42,,,,109,78.0,16.0,15
2019-06-25,FEEDER,BULL,M&L 3,2,670.0,680.0,675.0,93.0,100.0,96.47,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 2,1,380.0,380.0,380.0,126.0,126.0,126.0,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 2,3,405.0,440.0,417.0,121.0,123.0,122.3,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 2,2,490.0,495.0,493.0,117.0,120.0,118.51,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 2,2,510.0,520.0,515.0,110.0,117.0,113.47,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 2,2,560.0,565.0,563.0,107.0,109.0,108.0,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 3,1,305.0,305.0,305.0,120.0,120.0,120.0,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 3,1,395.0,395.0,395.0,117.0,117.0,117.0,,,,109,78.0,16.0,15
2019-06-25,FEEDER,HEIFER,M&L 3,4,465.0,485.0,470.0,105.0,114.0,107.32,,,,109,78.0,16.0,15
